symbol,time,open,high,low,close,volume
SPY,2026-02-02 09:30:00-05:00,689.58,690.92,689.42,690.53,910637.0
SPY,2026-02-02 09:31:00-05:00,690.54,690.56,689.61,690.3,755917.0
SPY,2026-02-02 09:32:00-05:00,690.31,691.23,690.16,691.08,700137.0
SPY,2026-02-02 09:33:00-05:00,691.08,691.17,690.65,690.91,575135.0
SPY,2026-02-02 09:34:00-05:00,690.91,691.23,690.74,691.23,469976.0
SPY,2026-02-02 09:35:00-05:00,691.23,691.67,690.94,691.64,632611.0
SPY,2026-02-02 09:36:00-05:00,691.65,692.09,691.58,691.85,448198.0
SPY,2026-02-02 09:37:00-05:00,691.85,692.24,691.8,692.13,428770.0
SPY,2026-02-02 09:38:00-05:00,692.13,692.16,691.73,691.82,352553.0
SPY,2026-02-02 09:39:00-05:00,691.82,692.03,691.52,691.95,339542.0
SPY,2026-02-02 09:40:00-05:00,691.95,692.01,691.54,691.96,344098.0
SPY,2026-02-02 09:41:00-05:00,691.97,692.23,691.64,691.95,336254.0
SPY,2026-02-02 09:42:00-05:00,691.95,692.51,691.9,692.16,344067.0
SPY,2026-02-02 09:43:00-05:00,692.16,692.43,691.92,692.33,238822.0
SPY,2026-02-02 09:44:00-05:00,692.33,692.73,692.16,692.59,195158.0
SPY,2026-02-02 09:45:00-05:00,692.59,692.73,692.41,692.55,241253.0
SPY,2026-02-02 09:46:00-05:00,692.55,692.89,692.47,692.85,234289.0
SPY,2026-02-02 09:47:00-05:00,692.85,692.87,692.42,692.5,232109.0
SPY,2026-02-02 09:48:00-05:00,692.53,692.83,692.31,692.75,213864.0
SPY,2026-02-02 09:49:00-05:00,692.75,692.99,692.47,692.88,234770.0
SPY,2026-02-02 09:50:00-05:00,692.87,693.77,692.87,693.72,380537.0
SPY,2026-02-02 09:51:00-05:00,693.72,693.84,693.5,693.58,442737.0
SPY,2026-02-02 09:52:00-05:00,693.57,693.66,693.31,693.48,337122.0
SPY,2026-02-02 09:53:00-05:00,693.46,693.6,693.25,693.51,184578.0
SPY,2026-02-02 09:54:00-05:00,693.5,693.56,693.17,693.37,296837.0
SPY,2026-02-02 09:55:00-05:00,693.36,693.58,693.27,693.37,188586.0
SPY,2026-02-02 09:56:00-05:00,693.38,693.41,692.89,692.94,217278.0
SPY,2026-02-02 09:57:00-05:00,692.94,693.17,692.73,692.78,187562.0
SPY,2026-02-02 09:58:00-05:00,692.78,692.78,692.21,692.25,250039.0
SPY,2026-02-02 09:59:00-05:00,692.25,692.75,692.1,692.7,249237.0
SPY,2026-02-02 10:00:00-05:00,692.62,693.07,692.31,692.51,217428.0
SPY,2026-02-02 10:01:00-05:00,692.53,692.82,692.41,692.79,150644.0
SPY,2026-02-02 10:02:00-05:00,692.81,693.45,692.69,693.21,180328.0
SPY,2026-02-02 10:03:00-05:00,693.21,693.64,693.13,693.43,193558.0
SPY,2026-02-02 10:04:00-05:00,693.42,693.78,693.4,693.76,159453.0
SPY,2026-02-02 10:05:00-05:00,693.77,694.15,693.64,694.09,432729.0
SPY,2026-02-02 10:06:00-05:00,694.08,694.4,694.06,694.34,422523.0
SPY,2026-02-02 10:07:00-05:00,694.36,694.54,694.33,694.52,242422.0
SPY,2026-02-02 10:08:00-05:00,694.51,694.53,694.32,694.39,282094.0
SPY,2026-02-02 10:09:00-05:00,694.39,694.55,694.36,694.5,250264.0
SPY,2026-02-02 10:10:00-05:00,694.5,694.52,694.24,694.42,331720.0
SPY,2026-02-02 10:11:00-05:00,694.41,694.7,694.28,694.64,347899.0
SPY,2026-02-02 10:12:00-05:00,694.65,694.9,694.51,694.88,319377.0
SPY,2026-02-02 10:13:00-05:00,694.87,694.98,694.82,694.93,255276.0
SPY,2026-02-02 10:14:00-05:00,694.93,695.23,694.9,695.12,398602.0
SPY,2026-02-02 10:15:00-05:00,695.11,695.14,694.86,694.98,487255.0
SPY,2026-02-02 10:16:00-05:00,694.98,695.04,694.76,695.04,370984.0
SPY,2026-02-02 10:17:00-05:00,695.04,695.21,694.96,695.2,292140.0
SPY,2026-02-02 10:18:00-05:00,695.2,695.22,695.0,695.06,189735.0
SPY,2026-02-02 10:19:00-05:00,695.06,695.58,695.01,695.48,217494.0
SPY,2026-02-02 10:20:00-05:00,695.48,695.67,695.25,695.26,358758.0
SPY,2026-02-02 10:21:00-05:00,695.25,695.42,695.14,695.25,197862.0
SPY,2026-02-02 10:22:00-05:00,695.25,695.43,695.16,695.27,185810.0
SPY,2026-02-02 10:23:00-05:00,695.26,695.4,695.11,695.36,99734.0
SPY,2026-02-02 10:24:00-05:00,695.36,695.37,695.11,695.21,161064.0
SPY,2026-02-02 10:25:00-05:00,695.22,695.4,695.17,695.21,229850.0
SPY,2026-02-02 10:26:00-05:00,695.22,695.33,695.0,695.24,310290.0
SPY,2026-02-02 10:27:00-05:00,695.24,695.25,694.65,694.77,272731.0
SPY,2026-02-02 10:28:00-05:00,694.76,694.81,694.57,694.73,157447.0
SPY,2026-02-02 10:29:00-05:00,694.73,694.97,694.66,694.69,118302.0
SPY,2026-02-02 10:30:00-05:00,694.69,694.85,694.45,694.46,334132.0
SPY,2026-02-02 10:31:00-05:00,694.46,694.87,694.46,694.87,144862.0
SPY,2026-02-02 10:32:00-05:00,694.88,695.15,694.8,694.98,154532.0
SPY,2026-02-02 10:33:00-05:00,694.97,695.1,694.78,695.01,79860.0
SPY,2026-02-02 10:34:00-05:00,695.01,695.22,694.9,695.15,210238.0
SPY,2026-02-02 10:35:00-05:00,695.14,695.28,695.04,695.2,173828.0
SPY,2026-02-02 10:36:00-05:00,695.2,695.26,695.05,695.14,145022.0
SPY,2026-02-02 10:37:00-05:00,695.14,695.42,695.14,695.38,144485.0
SPY,2026-02-02 10:38:00-05:00,695.38,695.57,695.29,695.56,151290.0
SPY,2026-02-02 10:39:00-05:00,695.54,695.75,695.52,695.7,204677.0
SPY,2026-02-02 10:40:00-05:00,695.71,695.75,695.54,695.61,200013.0
SPY,2026-02-02 10:41:00-05:00,695.6,695.61,695.2,695.3,149678.0
SPY,2026-02-02 10:42:00-05:00,695.32,695.36,695.11,695.18,98541.0
SPY,2026-02-02 10:43:00-05:00,695.18,695.2,694.88,695.08,182859.0
SPY,2026-02-02 10:44:00-05:00,695.07,695.17,694.97,695.1,128592.0
SPY,2026-02-02 10:45:00-05:00,695.11,695.14,694.81,694.86,86391.0
SPY,2026-02-02 10:46:00-05:00,694.85,694.97,694.76,694.95,75732.0
SPY,2026-02-02 10:47:00-05:00,694.94,695.02,694.8,694.95,118529.0
SPY,2026-02-02 10:48:00-05:00,694.94,695.06,694.81,694.83,121302.0
SPY,2026-02-02 10:49:00-05:00,694.82,694.93,694.68,694.69,203751.0
