entry_time,exit_time,num_spreads,credit_received,exit_cost,net_profit,profit_pct,exit_reason,time_held_min,total_commission
2026-01-26 09:45:00-05:00,2026-01-26 09:46:00-05:00,2,774.0000000000005,905.9999999999995,-131.9999999999991,-17.054263565891343,-15% Stop Loss,1.0,22.0
2026-01-26 09:47:00-05:00,2026-01-26 09:53:00-05:00,2,803.9999999999998,945.9999999999995,-141.99999999999977,-17.661691542288533,-15% Stop Loss,6.0,22.0
2026-01-26 09:54:00-05:00,2026-01-26 10:14:00-05:00,2,834.0000000000002,926.0,-91.99999999999977,-11.031175059952009,20min Time Limit,20.0,22.0
