symbol,time,open,high,low,close,volume
SPY,2026-02-03 09:30:00-05:00,696.24,696.74,696.15,696.65,975741.0
SPY,2026-02-03 09:31:00-05:00,696.64,696.96,696.31,696.39,394437.0
SPY,2026-02-03 09:32:00-05:00,696.4,696.42,695.95,696.07,443285.0
SPY,2026-02-03 09:33:00-05:00,696.08,696.25,695.84,695.94,370042.0
SPY,2026-02-03 09:34:00-05:00,695.97,696.23,695.66,696.09,310648.0
SPY,2026-02-03 09:35:00-05:00,696.1,696.52,695.94,696.32,462317.0
SPY,2026-02-03 09:36:00-05:00,696.32,696.37,695.99,696.2,294331.0
SPY,2026-02-03 09:37:00-05:00,696.21,696.23,695.58,695.79,358373.0
SPY,2026-02-03 09:38:00-05:00,695.79,695.92,695.42,695.92,382651.0
SPY,2026-02-03 09:39:00-05:00,695.92,695.98,695.59,695.73,253383.0
SPY,2026-02-03 09:40:00-05:00,695.74,696.34,695.71,696.11,340763.0
SPY,2026-02-03 09:41:00-05:00,696.1,696.14,695.72,696.0,283252.0
SPY,2026-02-03 09:42:00-05:00,696.01,696.29,695.84,696.11,318206.0
SPY,2026-02-03 09:43:00-05:00,696.11,696.14,694.9,695.35,666575.0
SPY,2026-02-03 09:44:00-05:00,695.35,695.44,695.02,695.19,384400.0
SPY,2026-02-03 09:45:00-05:00,695.2,695.54,695.05,695.26,336251.0
SPY,2026-02-03 09:46:00-05:00,695.26,695.48,695.13,695.34,242421.0
SPY,2026-02-03 09:47:00-05:00,695.33,695.94,695.23,695.84,241472.0
SPY,2026-02-03 09:48:00-05:00,695.84,696.09,695.73,696.01,155118.0
SPY,2026-02-03 09:49:00-05:00,696.01,696.15,695.8,696.08,146056.0
SPY,2026-02-03 09:50:00-05:00,696.05,696.1,695.67,695.75,203961.0
SPY,2026-02-03 09:51:00-05:00,695.73,695.75,695.38,695.55,205512.0
SPY,2026-02-03 09:52:00-05:00,695.56,695.89,695.44,695.79,192308.0
SPY,2026-02-03 09:53:00-05:00,695.81,695.81,695.23,695.57,157033.0
SPY,2026-02-03 09:54:00-05:00,695.56,695.68,694.93,694.94,295956.0
